open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1714089600000,5.3971000,5.4007000,5.3892000,5.3981000,15110.3,1714089659999,81530.59113000,617,9441.0,50945.08006000,0
1714089660000,5.3976000,5.4068000,5.3951000,5.4068000,3913.9,1714089719999,21135.90665000,288,2703.8,14602.23042000,0
1714089720000,5.4078000,5.4115000,5.3990000,5.3990000,5247.7,1714089779999,28365.90107000,290,2392.7,12932.71900000,0
1714089780000,5.3999000,5.4080000,5.3938000,5.4065000,10668.4,1714089839999,57606.28355000,399,7735.9,41771.03228000,0
1714089840000,5.4068000,5.4088000,5.3996000,5.4052000,5991.8,1714089899999,32384.36331000,248,3373.2,18236.50327000,0
1714089900000,5.4053000,5.4094000,5.4033000,5.4084000,3843.1,1714089959999,20773.84044000,159,1195.2,6460.58071000,0
1714089960000,5.4091000,5.4118000,5.4011000,5.4032000,8444.2,1714090019999,45656.57437000,213,2681.6,14499.37134000,0
1714090020000,5.4024000,5.4032000,5.3970000,5.3988000,6015.4,1714090079999,32486.27858000,255,2047.9,11060.33560000,0
1714090080000,5.3993000,5.4088000,5.3993000,5.4065000,3802.8,1714090139999,20555.23236000,172,2511.2,13571.71906000,0
1714090140000,5.4078000,5.4101000,5.4028000,5.4028000,1402.9,1714090199999,7586.65870000,102,610.2,3300.30216000,0
1714090200000,5.4037000,5.4094000,5.4037000,5.4082000,2895.0,1714090259999,15654.30771000,157,1642.6,8881.87907000,0
1714090260000,5.4083000,5.4142000,5.4083000,5.4091000,10185.7,1714090319999,55116.95670000,321,7759.2,41987.45160000,0
1714090320000,5.4092000,5.4128000,5.4006000,5.4019000,10760.5,1714090379999,58189.68599000,326,3316.0,17931.75127000,0
1714090380000,5.4015000,5.4015000,5.3903000,5.3941000,7680.1,1714090439999,41445.43886000,317,3082.2,16631.00471000,0
1714090440000,5.3942000,5.3942000,5.3798000,5.3821000,8857.5,1714090499999,47710.05109000,300,4524.5,24362.31009000,0
1714090500000,5.3821000,5.3865000,5.3702000,5.3834000,27739.3,1714090559999,149219.02184000,693,10865.5,58470.93116000,0
1714090560000,5.3834000,5.3834000,5.3728000,5.3767000,13893.7,1714090619999,74736.69201000,280,6374.4,34281.69813000,0
1714090620000,5.3768000,5.3768000,5.3641000,5.3687000,28996.1,1714090679999,155721.72747000,755,20406.9,109605.55514000,0
1714090680000,5.3705000,5.3879000,5.3687000,5.3879000,12256.1,1714090739999,65899.67055000,355,7405.1,39829.69010000,0
1714090740000,5.3880000,5.3992000,5.3874000,5.3981000,8496.7,1714090799999,45833.64803000,296,4635.5,25008.05799000,0
1714090800000,5.3982000,5.4049000,5.3982000,5.4023000,8761.0,1714090859999,47329.92452000,356,4160.0,22473.28871000,0
1714090860000,5.4022000,5.4049000,5.3933000,5.3994000,7537.7,1714090919999,40697.00541000,275,3573.4,19296.82561000,0
1714090920000,5.4005000,5.4035000,5.3955000,5.3980000,5533.7,1714090979999,29887.57265000,252,3138.5,16952.30781000,0
1714090980000,5.3981000,5.3987000,5.3827000,5.3859000,5111.3,1714091039999,27545.91873000,312,2522.0,13591.73304000,0
1714091040000,5.3860000,5.3860000,5.3674000,5.3718000,11760.2,1714091099999,63240.35365000,435,4492.0,24150.36409000,0
1714091100000,5.3720000,5.3750000,5.3662000,5.3750000,22205.2,1714091159999,119298.00563000,606,14115.6,75837.99608000,0
1714091160000,5.3749000,5.3925000,5.3702000,5.3889000,17933.7,1714091219999,96510.89340000,449,11856.6,63830.59258000,0
1714091220000,5.3890000,5.3911000,5.3813000,5.3892000,8269.9,1714091279999,44552.55340000,276,2674.9,14410.12966000,0
1714091280000,5.3898000,5.3991000,5.3898000,5.3955000,3852.0,1714091339999,20784.63936000,190,1811.0,9769.05537000,0
1714091340000,5.3965000,5.4092000,5.3965000,5.4054000,9641.1,1714091399999,52108.34704000,502,6109.5,33019.70294000,0
1714091400000,5.4038000,5.4091000,5.4011000,5.4071000,6790.7,1714091459999,36712.45129000,374,3331.1,18010.49346000,0
1714091460000,5.4073000,5.4092000,5.3935000,5.3935000,6101.1,1714091519999,32949.98671000,333,1990.0,10749.48992000,0
1714091520000,5.3931000,5.3931000,5.3692000,5.3776000,19124.2,1714091579999,102865.17470000,693,5273.5,28369.83713000,0
1714091580000,5.3774000,5.3834000,5.3634000,5.3817000,14774.5,1714091639999,79349.21410000,622,6387.9,34319.13146000,0
1714091640000,5.3811000,5.3927000,5.3738000,5.3879000,10815.9,1714091699999,58232.25343000,410,6522.8,35125.28975000,0
1714091700000,5.3886000,5.4065000,5.3835000,5.4019000,12420.7,1714091759999,67062.50387000,462,4924.1,26574.78842000,0
1714091760000,5.4013000,5.4027000,5.3829000,5.3906000,16228.7,1714091819999,87508.02731000,566,5244.6,28281.86238000,0
