open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1713312000000,6.3411000,6.3437000,6.2949000,6.3293000,92222.6,1713312299999,582700.41899000,3951,39401.8,249035.75514000,0
1713312300000,6.3287000,6.3308000,6.2954000,6.2995000,70924.1,1713312599999,447947.05730000,2246,41656.2,263150.42901000,0
1713312600000,6.2996000,6.3178000,6.2832000,6.2982000,41366.0,1713312899999,260724.32077000,2237,21475.5,135381.76532000,0
1713312900000,6.2994000,6.3043000,6.2675000,6.2886000,65898.2,1713313199999,413914.58838000,2745,29247.8,183785.93558000,0
1713313200000,6.2886000,6.4014000,6.2884000,6.3719000,118102.1,1713313499999,750569.75554000,4604,72863.6,462706.04374000,0
1713313500000,6.3710000,6.3815000,6.3265000,6.3506000,66326.7,1713313799999,420888.37126000,2516,30414.6,193017.96412000,0
1713313800000,6.3515000,6.4016000,6.3430000,6.3926000,70893.5,1713314099999,452120.45580000,3076,37218.8,237377.55083000,0
1713314100000,6.3921000,6.3981000,6.3713000,6.3922000,33238.4,1713314399999,212292.36033000,1625,22961.5,146675.45306000,0
1713314400000,6.3917000,6.4421000,6.3858000,6.4404000,80677.2,1713314699999,517998.86499000,3078,49411.8,317174.96331000,0
1713314700000,6.4403000,6.4897000,6.4135000,6.4826000,186529.4,1713314999999,1205334.61282000,5565,107837.9,696951.01141000,0
1713315000000,6.4823000,6.5297000,6.4508000,6.5276000,269040.0,1713315299999,1747195.99624000,6374,125063.2,812321.74575000,0
1713315300000,6.5276000,6.5604000,6.4811000,6.5549000,196732.6,1713315599999,1283422.03676000,5699,89878.7,586451.70621000,0
1713315600000,6.5547000,6.5623000,6.4857000,6.5384000,153570.4,1713315899999,1002670.84616000,5494,68923.8,449977.31353000,0
1713315900000,6.5385000,6.5434000,6.4679000,6.4706000,104689.5,1713316199999,680390.36152000,3996,42294.6,274994.31020000,0
1713316200000,6.4705000,6.5140000,6.4598000,6.4950000,109506.0,1713316499999,710252.77733000,3772,62055.5,402490.23146000,0
1713316500000,6.4975000,6.4975000,6.4462000,6.4862000,77303.5,1713316799999,499906.67251000,3753,39305.1,254252.15580000,0
1713316800000,6.4864000,6.5914000,6.4794000,6.5739000,215970.3,1713317099999,1414748.34306000,5669,108146.4,708463.31744000,0
