open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1714953600000,0.5293,0.5325,0.5287,0.5308,11608192.3,1714955399999,6158083.15169,8488,6022864.1,3195824.18340,0
1714955400000,0.5308,0.5315,0.5300,0.5303,8171151.2,1714957199999,4335828.66023,7047,4521231.7,2399129.43104,0
1714957200000,0.5302,0.5331,0.5297,0.5317,12495237.2,1714958999999,6645426.29477,8894,5731455.3,3047715.19272,0
1714959000000,0.5317,0.5317,0.5300,0.5304,7094376.0,1714960799999,3765556.87880,6539,3382488.9,1795325.76313,0
1714960800000,0.5304,0.5321,0.5300,0.5319,6997555.8,1714962599999,3718360.10809,6494,3906689.4,2075796.63366,0
1714962600000,0.5319,0.5320,0.5294,0.5297,6306574.3,1714964399999,3347071.50489,6313,1988644.6,1055827.50586,0
1714964400000,0.5297,0.5309,0.5280,0.5301,9078400.2,1714966199999,4806774.94800,8283,4217076.0,2232940.20394,0
1714966200000,0.5300,0.5321,0.5296,0.5314,9074186.5,1714967999999,4820331.88442,6305,5600594.6,2975421.54733,0
1714968000000,0.5314,0.5319,0.5304,0.5314,5392350.7,1714969799999,2864073.40743,5397,2499447.1,1327576.39917,0
1714969800000,0.5314,0.5352,0.5308,0.5340,18186212.2,1714971599999,9705232.67292,14086,11000088.4,5870203.16292,0
1714971600000,0.5341,0.5352,0.5325,0.5346,8917707.7,1714973399999,4759105.23829,8238,4893085.5,2611470.92253,0
1714973400000,0.5346,0.5349,0.5335,0.5339,11414954.6,1714975199999,6097250.74940,8967,5691556.9,3040413.69534,0
1714975200000,0.5338,0.5357,0.5334,0.5347,12645253.6,1714976999999,6762163.04985,9474,6422515.3,3434667.82004,0
1714977000000,0.5347,0.5348,0.5335,0.5338,8488929.2,1714978799999,4534303.84149,6882,4192258.5,2239436.00703,0
1714978800000,0.5339,0.5353,0.5333,0.5351,11510544.5,1714980599999,6151957.55994,8094,5663996.0,3027645.68732,0
1714980600000,0.5351,0.5400,0.5348,0.5396,29788804.4,1714982399999,15993199.01238,18956,18272200.5,9810552.51746,0
1714982400000,0.5397,0.5467,0.5395,0.5458,58110523.4,1714984199999,31552466.72929,38083,33223593.5,18040367.68233,0
1714984200000,0.5459,0.5475,0.5424,0.5430,44367278.2,1714985999999,24205274.74884,27716,21150192.0,11540010.25481,0
1714986000000,0.5429,0.5450,0.5406,0.5414,27612140.2,1714987799999,14995384.27072,17146,12375526.6,6722679.90019,0
1714987800000,0.5413,0.5429,0.5411,0.5418,13823869.7,1714989599999,7492255.04059,10351,7023048.4,3806701.20881,0
1714989600000,0.5418,0.5428,0.5401,0.5407,14212638.2,1714991399999,7695900.56894,10248,6695912.5,3626249.14413,0
1714991400000,0.5407,0.5410,0.5305,0.5343,79943118.9,1714993199999,42753413.41392,44346,35896996.1,19195738.20487,0
1714993200000,0.5343,0.5372,0.5342,0.5361,16273650.9,1714994999999,8721271.12486,11551,7789912.1,4174524.12795,0
1714995000000,0.5362,0.5369,0.5342,0.5349,13094397.7,1714996799999,7008849.42478,9524,5811648.4,3110924.58678,0
1714996800000,0.5348,0.5354,0.5311,0.5318,26191288.6,1714998599999,13970919.57309,15080,11191140.4,5970125.65899,0
1714998600000,0.5319,0.5331,0.5244,0.5280,58375641.2,1715000399999,30858100.10493,40668,27713615.6,14650524.67263,0
1715000400000,0.5280,0.5303,0.5266,0.5293,29537255.6,1715002199999,15623745.46425,18891,15056550.3,7965195.28354,0
1715002200000,0.5294,0.5328,0.5292,0.5320,23000698.8,1715003999999,12218552.65558,14691,13099027.6,6957347.07854,0
1715004000000,0.5321,0.5332,0.5314,0.5324,17759551.2,1715005799999,9455999.42202,11016,7713215.0,4107261.39583,0
1715005800000,0.5324,0.5332,0.5292,0.5296,20285711.3,1715007599999,10778839.40261,13494,8562749.6,4551229.18177,0
1715007600000,0.5295,0.5325,0.5263,0.5322,48423482.8,1715009399999,25638510.57248,26316,23407266.2,12394572.60555,0
1715009400000,0.5322,0.5594,0.5318,0.5592,115548213.6,1715011199999,63017361.17832,71610,65124830.3,35502690.34500,0
1715011200000,0.5592,0.5593,0.5456,0.5540,193799587.6,1715012999999,106934385.79651,106620,91722897.4,50591634.79749,0
1715013000000,0.5540,0.5546,0.5479,0.5529,76553101.0,1715014799999,42205249.98680,45976,36602322.4,20180905.04922,0
1715014800000,0.5528,0.5700,0.5527,0.5616,181395473.2,1715016599999,102292121.81911,103662,90810497.5,51203036.81788,0
1715016600000,0.5615,0.5616,0.5487,0.5521,124806479.7,1715018399999,69129356.11912,71418,60619050.6,33572889.92902,0
1715018400000,0.5520,0.5548,0.5441,0.5461,76088380.7,1715020199999,41794070.31423,42253,36756271.2,20204464.56318,0
1715020200000,0.5462,0.5493,0.5431,0.5489,55979818.2,1715021999999,30590014.01900,32982,31462850.9,17196958.59119,0
1715022000000,0.5489,0.5495,0.5422,0.5469,40475707.6,1715023799999,22081506.45764,28110,18528925.0,10107210.48056,0
1715023800000,0.5468,0.5470,0.5443,0.5464,19399215.6,1715025599999,10590113.25559,17260,9359360.4,5109781.18463,0
1715025600000,0.5463,0.5478,0.5452,0.5470,15932712.7,1715027399999,8710227.09776,12121,8509221.2,4652059.41422,0
1715027400000,0.5469,0.5477,0.5447,0.5463,17342385.8,1715029199999,9468651.66607,12083,9614461.3,5249864.78290,0
1715029200000,0.5462,0.5467,0.5436,0.5448,22772052.6,1715030999999,12410651.75278,12541,10947736.5,5967276.65122,0
1715031000000,0.5448,0.5469,0.5438,0.5451,11548561.3,1715032799999,6300060.48844,10509,5913285.1,3225960.92031,0
1715032800000,0.5451,0.5461,0.5400,0.5418,34805599.4,1715034599999,18882498.29617,20558,15098577.3,8189883.65769,0
1715034600000,0.5418,0.5427,0.5410,0.5416,11702643.4,1715036399999,6341244.30240,8861,5550111.1,3007571.65167,0
1715036400000,0.5416,0.5424,0.5402,0.5402,14850570.8,1715038199999,8032693.41690,10111,5373764.4,2907021.43888,0
1715038200000,0.5403,0.5414,0.5384,0.5398,22825324.5,1715039999999,12317464.71463,16399,9115792.5,4920209.26567,0
