open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1716768000000,6.3175000,6.4040000,6.3166000,6.3852000,536059.1,1716775199999,3415630.62926000,16452,307890.6,1961937.34546000,0
1716775200000,6.3851000,6.4512000,6.3767000,6.4176000,1035087.0,1716782399999,6635916.54107000,25207,561370.7,3599277.77812000,0
1716782400000,6.4183000,6.4467000,6.3438000,6.3796000,973715.0,1716789599999,6237855.63466000,22146,488752.8,3134459.03503000,0
1716789600000,6.3798000,6.4204000,6.2970000,6.3530000,1306353.8,1716796799999,8323998.12527000,27577,541729.7,3453834.94556000,0
1716796800000,6.3531000,6.4164000,6.3335000,6.3888000,878873.2,1716803999999,5598795.49222000,23974,435874.7,2777352.49388000,0
1716804000000,6.3887000,6.4892000,6.3876000,6.4396000,1106952.3,1716811199999,7131328.25093000,28930,542326.1,3493586.38552000,0
1716811200000,6.4395000,6.5112000,6.4350000,6.5022000,1041165.2,1716818399999,6740506.61345000,25801,554468.6,3589846.27401000,0
1716818400000,6.5021000,6.5242000,6.4301000,6.4916000,1086066.1,1716825599999,7041977.03404000,28784,500435.6,3244987.99144000,0
1716825600000,6.4916000,6.5257000,6.4414000,6.4466000,761411.6,1716832799999,4934779.86389000,20430,341413.2,2213409.03374000,0
1716832800000,6.4468000,6.4528000,6.3286000,6.3395000,1324145.0,1716839999999,8468244.40636000,26989,633983.7,4056320.84967000,0
1716840000000,6.3399000,6.3980000,6.3350000,6.3870000,566781.8,1716847199999,3612886.97879000,17781,256926.3,1637869.42568000,0
1716847200000,6.3868000,6.4164000,6.3814000,6.4039000,297900.3,1716854399999,1907152.19208000,11287,150123.6,961177.19223000,0
