open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1714435200000,5.3140000,5.4301000,4.9795000,5.1640000,23945329.7,1714521599999,124364982.96384000,599225,11423056.0,59353377.97578000,0
