buy_attempts,cumulative_reward,episode,epsilon,penalty,reward,roi_block,step,total_profit,vol_block,volatility,volatility_threshold
,-69.63132091816573,1,0.8757181908734146,0.0,-3.179534430161769e-05,0.0,700,-39.89050699832046,0.0,0.000926931086648263,0.0012276388763409086
0.5572325587272644,1,0.8757181908734146,0.0943441316485405,700,0.0067918626591563225
,-75.1765840270695,1,0.8626988541741596,0.0,-0.01666512362823861,0.0,750,-43.58231061206402,0.0,0.0014497066172070611,0.0012687565613610124
,-78.97391842309169,1,0.8498730764643773,0.0,-0.010233201494166037,0.0,800,-46.92762864212477,0.0,0.0024673068260027283,0.0015341915653184412
0.5699561238288879,1,0.8498730764643773,0.09038516134023666,800,0.005576170515269041
,-83.03321275558122,1,0.8372379800949781,0.0,-0.01666512362823861,0.0,850,-48.265733770055704,0.0,0.0013826217660810006,0.0016496406319967613
,-88.57401585630329,1,0.8247907301989934,0.0,-0.001666665123458505,0.0,900,-50.93628952675283,0.0,0.0024007490328814707,0.0018363847208092078
0.5874007344245911,1,0.8247907301989934,0.09178940206766129,900,0.005215438082814217
,-91.4155358260535,1,0.812528534055534,0.0,-0.01666512362823861,0.0,950,-49.942558860191184,0.0,0.001389817361258017,0.002140790491281074
,-0.005,1,1.0,0.0,-0.001666665123458505,0.0,0,0.0,0.0,0.004041907106995393,0.0019
,-3.388887062927313,1,1.0,0.0,-0.001666665123458505,0.0,50,13.610505528038061,0.0,0.007482519440015439,0.004938656700961543
,-9.029509768914872,1,1.0,0.0,-0.01666512362823861,0.0,100,10.112274700218904,0.0,0.0037089958987140542,0.00496676687163705
,-16.421358172243412,1,1.0,0.0,0.009957825770257889,0.0,150,8.368920614796252,0.0,0.005702132209516917,0.00495802634150138
,-22.082014127036917,1,1.0,-0.5074088026093658,-0.21987568612147973,0.0,200,6.575042855597303,0.0,0.004624705031482048,0.006466733801638303
,-29.997801784367372,1,1.0,0.0,0.009955560082131483,0.0,250,-0.9982313319183049,0.0,0.005088769308041754,0.005613774419483321
,-35.66424647043521,1,0.9872009645489003,0.0,-0.010194999335426327,0.0,300,-6.539033608014165,0.0,0.0031278039368966034,0.005822319313027469
0.45054829120635986,1,0.9872009645489003,0.519354522228241,300,0.4870067834854126
,-41.846835628757006,1,0.9725242090798002,0.0,-0.001666665123458505,0.0,350,-11.252904661211005,0.0,0.0024226149720676677,0.005268260798159888
,-46.932959047506564,1,0.9580656535100478,0.0,-3.467484528159246e-05,0.0,400,-13.78660065664701,0.0,0.002523367974664702,0.005291425220851667
0.31856653094291687,1,0.9580656535100478,0.4007192552089691,400,0.0769147276878357
,-52.586597010538966,1,0.943822053853178,0.0,-3.5653499040304e-05,0.0,450,-14.607035752500792,0.0,0.004578394422204886,0.0049783171365620155
,-57.643539366824726,1,0.9297902143512013,0.0,-3.6158711453452956e-05,0.0,500,-14.246745813743246,0.0,0.002745473889808114,0.004071478658344416
0.2943435311317444,1,0.9297902143512013,0.27604004740715027,500,0.03113497421145439
,-64.5748122108623,1,0.9159669867575874,0.0,-0.01666512362823861,0.0,550,-19.82256907489227,0.0,0.0021568882556613363,0.0034017813194725556
,-70.22571736047462,1,0.9023492696309106,0.0,-0.01666512362823861,0.0,600,-22.947147165596448,0.0,0.0012291509750384235,0.0028942253703601317
0.2643285393714905,1,0.9023492696309106,0.21528136730194092,600,0.03505583480000496
,-74.63034869360045,1,0.8889340076389968,0.0,-0.001666665123458505,0.0,650,-25.9361569280602,0.0,0.0014958038606960565,0.0030655995341492006
,-78.64054545337675,1,0.8757181908734146,0.0,0.004164322929518739,0.0,700,-27.63219099529124,0.0,0.002078514163577509,0.0028306366752791703
0.3001091778278351,1,0.8757181908734146,0.23012812435626984,700,0.023675329983234406
,-84.6084582059254,1,0.8626988541741596,0.0,-3.266890524545709e-05,0.0,750,-33.783687706509454,0.0,0.002506079609915812,0.002718780885830121
,-89.70579296084864,1,0.8498730764643773,0.0,-3.251479041187423e-05,0.0,800,-37.64368904306593,0.0,0.0019027959521572446,0.0023946116180567733
0.3248172700405121,1,0.8498730764643773,0.17891442775726318,800,0.013457918539643288
,-96.20986302532948,1,0.8372379800949781,0.0,-0.001666665123458505,0.0,850,-42.683091980011454,0.0,0.0026117555430229204,0.0022426657019852213
,-100.6913984212618,1,0.8247907301989934,-0.43426539311418505,-0.2819448614067172,0.0,900,-46.54344532229186,0.0,0.0016697784116169747,0.002317483852730271
0.3470299243927002,1,0.8247907301989934,0.15069226920604706,900,0.01099926047027111
,-104.96362772187756,1,0.812528534055534,-0.45927719550472523,-0.16585302144293337,0.0,950,-49.438686353597745,0.0,0.0019160520168441093,0.002291027788753281
,-0.00010367770720083276,1,1.0,0.0,-3.455923571985242e-05,0.0,0,-0.20735541440160432,0.0,0.0009042311178714744,0.0019
,-3.66904319214737,1,1.0,0.0,-3.7219276345566544e-05,0.0,50,-0.14078869879040212,0.0,0.001186281179291869,0.0008157389887588332
,-7.9465468261805325,1,1.0,0.0,-3.965993333711461e-05,0.0,100,-0.4965707658855081,0.0,0.0018608028059132792,0.001727441489289566
,-13.175097094683704,1,1.0,0.0,-0.001666665123458505,0.0,150,-3.509989211192874,0.0,0.0010880088809046087,0.0017630012500020583
,-19.75860372184898,1,1.0,0.0,-0.01666512362823861,0.0,200,-6.7373127383698375,0.0,0.0008880299008790962,0.0014618915759379175
,-23.89251795142602,1,1.0,0.0,-0.01666512362823861,0.0,250,-9.53385679372218,0.0,0.0006429143518812927,0.001197045132794916
,-27.69332464826652,1,0.9872009645489003,0.0,-0.0006266878379621358,0.0,300,-11.518595192439761,0.0,0.0006300429275590711,0.0011051120004666047
0.45965906977653503,1,0.9872009645489003,1.2533318996429443,300,0.4033403694629669
,-32.31670995940948,1,0.9725242090798002,0.0,-0.001666665123458505,0.0,350,-11.589936117384696,0.0,0.0008976324907545002,0.0010602765067422924
,-36.5979312422649,1,0.9580656535100478,-0.4638692545681481,-0.22680016309196488,0.0,400,-14.309051112221368,0.0,0.0006122392710969237,0.0009309333880870733
0.5820022225379944,1,0.9580656535100478,0.316113144159317,400,0.01988769695162773
,-43.36272388464436,1,0.943822053853178,0.0,-0.001666665123458505,0.0,450,-17.74302636341656,0.0,0.00041199224010448054,0.0008453112371694535
,-48.30641492757011,1,0.9297902143512013,-0.41852406008878423,-0.21953918674854186,0.0,500,-20.995311908862277,0.0,0.0006436215991939867,0.0008482246036372085
0.08152630925178528,1,0.9297902143512013,0.307343989610672,500,0.034126777201890945
,-52.278452814869674,1,0.9159669867575874,0.0,-3.403398713511877e-05,0.0,550,-23.15483892955467,0.0,0.0004142211157071009,0.0007806260018410902
,-57.442584273795575,1,0.9023492696309106,0.0,-0.01666512362823861,0.0,600,-25.607058198426444,0.0,0.0006631730524461492,0.0007539015057788146
0.1564507633447647,1,0.9023492696309106,0.2279307097196579,600,0.015548037365078926
,-62.38088863565684,1,0.8889340076389968,0.0,-0.01666512362823861,0.0,650,-27.29950651588956,0.0,0.000944360655712823,0.0007518903999108963
,-67.57231610958635,1,0.8757181908734146,0.0,-0.001666665123458505,0.0,700,-30.078951729651294,0.0,0.0006127179069965644,0.000757488724346196
0.07255073636770248,1,0.8757181908734146,0.08746711164712906,700,0.006728760898113251
,-73.50647807218833,1,0.8626988541741596,0.0,-3.610489925332969e-05,0.0,750,-34.34352376757897,0.0,0.0009654495072574423,0.0007460613527374595
,-79.18490290696757,1,0.8498730764643773,0.0,-0.01666512362823861,0.0,800,-37.75185502311797,0.0,0.0007696767547947147,0.0009603267473630565
0.09160253405570984,1,0.8498730764643773,0.09986970573663712,800,0.008527890779078007
,-83.42708150849992,1,0.8372379800949781,0.0,-0.01666512362823861,0.0,850,-39.401184673825355,0.0,0.0005277965422250074,0.0008986465650475938
,-87.20654665126183,1,0.8247907301989934,0.0,0.008401497044537437,0.0,900,-37.37665716425772,0.0,0.0016535350361617527,0.0009269609406006026
0.09161398559808731,1,0.8247907301989934,0.09320328384637833,900,0.006868201307952404
,-91.56677561246697,1,0.812528534055534,0.0,-0.001666665123458505,0.0,950,-40.13888564381807,0.0,0.001788856538601817,0.0010713461809553262
1,20.393700787401574
,-0.05,2,0.8004486404632007,0.0,-0.01666512362823861,0.0,1000,0.0,0.0,0.002521137824174204,0.001488800233397129
0.08437743037939072,2,0.8004486404632007,0.0975591167807579,1000,0.007232699077576399
,-5.062934948937546,2,0.7885483391228144,0.0,-3.1115272116168956e-05,0.0,1050,-3.7382640287167987,0.0,0.00166192819687285,0.0016838201950507667
,-11.216680752797357,2,0.77682496002932,0.0,-0.01666512362823861,0.0,1100,-7.984766154292743,0.0,0.000715146243944421,0.0017023265462248337
0.09069211035966873,2,0.77682496002932,0.09416232258081436,1100,0.0062337396666407585
,-15.658786036940162,2,0.7652758728727316,0.0,-0.001666665123458505,0.0,1150,-9.20421805161186,0.0,0.0007837474409876058,0.0016953501750251907
,-18.908075448171893,2,0.7538984864479855,0.0,-0.01666512362823861,0.0,1200,-10.162731531825557,0.0,0.0006166858280572177,0.0015529685700084517
0.0976187065243721,2,0.7538984864479855,0.09709509462118149,1200,0.004552922211587429
,-23.785328610581836,2,0.7426902480735655,0.0,-0.001666665123458505,0.0,1250,-11.74254841544257,0.0,0.0005310390924644217,0.0011224205447939717
,-29.28079927826416,2,0.7316486430187716,0.0,-0.01666512362823861,0.0,1300,-14.838982751191224,0.0,0.0011547414035127245,0.0009720463942039317
0.1063593253493309,2,0.7316486430187716,0.07453148066997528,1300,0.0047407676465809345
,-34.570766675536554,2,0.7207711939395036,0.0,-0.001666665123458505,0.0,1350,-16.88404886011392,0.0,0.0010000005282124074,0.0008563938244644705
,-38.83039914783028,2,0.7100554603224328,0.0,-0.01666512362823861,0.0,1400,-19.33891921845327,0.0,0.0006537361649762124,0.0008323249175331307
0.11989162117242813,2,0.7100554603224328,0.07630474120378494,1400,0.005502607673406601
,-43.12639013373333,2,0.6994990379374388,0.0,0.00015300076574150913,0.0,1450,-21.797789794746564,0.0,0.0005734592239908318,0.0008002091786940488
,-47.71272181721079,2,0.6890995582981848,0.0,-0.001666665123458505,0.0,1500,-25.43447922517862,0.0,0.0007128502090349361,0.0007868979909733332
0.12693017721176147,2,0.6890995582981848,0.06873665750026703,1500,0.006451411172747612
,-51.478779405775654,2,0.678854688130712,0.0,-0.001666665123458505,0.0,1550,-26.852660746868537,0.0,0.0008187629902847841,0.0007659870228088999
,-54.90101180131987,2,0.6687621288499385,0.0,-0.01666512362823861,0.0,1600,-28.056288702260872,0.0,0.0011070144341336647,0.0007937100592078736
0.13846290111541748,2,0.6687621288499385,0.06133098900318146,1600,0.004932073410600424
,-59.178277548955464,2,0.6588196160439358,0.0,-0.01666512362823861,0.0,1650,-29.84043470594952,0.0,0.0010480296468080826,0.0008386198481934022
,-63.57643230761923,2,0.6490249189658783,0.0,0.003271317289060717,0.0,1700,-28.24507060714177,0.0,0.0019679641371239415,0.001052973192159451
0.16163228452205658,2,0.6490249189658783,0.06469447165727615,1700,0.00330314040184021
,-67.72177982567156,2,0.6393758400335383,-0.4418968013371922,-0.17366995373691263,0.0,1750,-29.734373716039727,0.0,0.0013760342868246193,0.0011965366303655798
,-72.39442734592072,2,0.6298702143362314,0.0,-0.001666665123458505,0.0,1800,-32.75482028873023,0.0,0.0010205343829813231,0.0012304356405186453
0.16718238592147827,2,0.6298702143362314,0.059820253401994705,1800,0.0035684965550899506
,-76.14041076217084,2,0.6205059091490835,0.0,-2.3291145700414246e-05,0.0,1850,-33.921979940097685,0.0,0.002975100210696243,0.001322177448233371
,-80.61961102219361,2,0.6112808234545268,-0.4413898387475843,-0.20749940905369732,0.0,1900,-34.58447600079012,0.0,0.0022075423761734386,0.0015727074020932318
0.171073317527771,2,0.6112808234545268,0.05262637510895729,1900,0.004322424065321684
,-84.0852304206772,2,0.6021928874709027,-0.4310953655036744,-0.20063485774246254,0.0,1950,-35.754911366211786,0.0,0.0013490050354361767,0.001675302228812714
2,19.5
,-0.005,3,0.593240062188079,0.0,-0.001666665123458505,0.0,2000,0.0,0.0,0.0030792562563948757,0.001637333559023252
0.16831733286380768,3,0.593240062188079,0.050005510449409485,2000,0.003934676758944988
,-5.28866730663692,3,0.5844203389099654,0.0,-2.4826868563364534e-05,0.0,2050,-2.9896482186711637,0.0,0.0020593753013045104,0.002104060727811367
,-11.631917109472692,3,0.5757317388038363,-0.46083196482215166,-0.2116692412794145,0.0,2100,-8.474341515970991,0.0,0.0009979709713383942,0.0020892475179606616
0.31205952167510986,3,0.5757317388038363,0.11178012937307358,2100,0.03737911209464073
,-17.078230729262632,3,0.5671723124563508,0.0,-2.619885475734251e-05,0.0,2150,-11.892346177548802,0.0,0.0015741047256708366,0.0018880457115155033
,-19.780033967342995,3,0.5587401394361697,0.0,0.0012590240162448226,0.0,2200,-12.480851285637755,0.0,0.0011479483414697789,0.0016256649722386387
0.3784533441066742,3,0.5587401394361697,0.11294469982385635,2200,0.015872232615947723
,-23.732450887309387,3,0.550433327863085,-0.4589926116859912,-0.2077014592682042,0.0,2250,-14.516001923366048,0.0,0.001353235591343611,0.0015376769154299378
,-28.121127449130523,3,0.5422500139835438,0.0,-9.946984034164677e-05,0.0,2300,-16.652970886807566,0.0,0.002688029707821985,0.0016248301353243514
0.41750216484069824,3,0.5422500139835438,0.08564627170562744,2300,0.014836475253105164
,-31.479929567181166,3,0.5341883617524916,0.0,-0.01666512362823861,0.0,2350,-18.085330546896557,0.0,0.0018683830661693384,0.0016502437637277369
,-34.501083759993314,3,0.5262465624214276,0.0,0.00019774682208871056,0.0,2400,-20.003879948442886,0.0,0.0010214219574596942,0.0016713837740757178
0.6252399682998657,3,0.5262465624214276,0.10794228315353394,2400,0.016569307073950768
,-39.05641843993556,3,0.5184228341325856,-0.4601010395849015,-0.2631296281085601,0.0,2450,-22.785434497268852,0.0,0.0017108802959742628,0.001701900693137672
,-41.94848312167241,3,0.5107154215191486,-0.4327667137761785,-0.26301415328202354,0.0,2500,-24.204396124788445,0.0,0.0015036473514145902,0.0017160712953893013
0.6453556418418884,3,0.5107154215191486,0.08007951825857162,2500,0.01047841738909483
,-46.09440514210204,3,0.5031225953114069,0.0,-0.001666665123458505,0.0,2550,-25.682055996209897,0.0,0.0010570161327020631,0.0017324901274195612
,-50.71451579302351,3,0.49564265194877233,0.0,-0.001666665123458505,0.0,2600,-27.661933541586222,0.0,0.0028359607607283998,0.001618945833376684
0.656430184841156,3,0.49564265194877233,0.06476262211799622,2600,0.008667782880365849
,-54.082320565971514,3,0.4882739131975574,0.0,-2.3493475793116674e-05,0.0,2650,-29.123470060056547,0.0,0.0013985917178961167,0.0015404612789915277
,-58.37993986774194,3,0.4810147257744417,0.0,-0.01666512362823861,0.0,2700,-31.650941944100623,0.0,0.0008477199335209286,0.001531129749067168
0.6793690323829651,3,0.4810147257744417,0.057833168655633926,2700,0.0077626463025808334
,-61.58379469256061,3,0.4738634609755328,0.0,-2.2024514442611507e-05,0.0,2750,-32.37110107835986,0.0,0.0007316565300070151,0.00131551215915892
,-65.79615522527678,3,0.46681851431094235,0.0,-0.01666512362823861,0.0,2800,-34.04219571061344,0.0,0.00041746722629273876,0.0012677067031231098
0.8128572106361389,3,0.46681851431094235,0.05455319210886955,2800,0.007379647810012102
,-70.45256235631643,3,0.45987830514479666,0.0,-0.01666512362823861,0.0,2850,-37.69407439212637,0.0,0.0005566826163295796,0.001053298762179639
,-72.92701887128995,3,0.45304127634059727,0.0,-0.0022993863644892574,0.0,2900,-39.007836251775416,0.0,0.0006113729746374105,0.0008075576469963031
0.8845168948173523,3,0.45304127634059727,0.04774850606918335,2900,0.006514352280646563
,-76.05582250259599,3,0.4463058939118553,0.0,-0.001666665123458505,0.0,2950,-39.64407091712678,0.0,0.00036586360807582213,0.0006346587186067734
3,35.674157303370784
,-0.05,4,0.43967064667791905,0.0,-0.01666512362823861,0.0,3000,0.0,0.0,0.003524189375923141,0.00059238574162588
1.0011372566223145,4,0.43967064667791905,0.04505716264247894,3000,0.008591514080762863
,-5.914068070617683,4,0.43313404592491883,0.0,-0.01666512362823861,0.0,3050,-6.4671389456989345,0.0,0.0024955528437380146,0.0005919401724136176
,-8.991860699420968,4,0.4266946250717528,0.0,-2.0252923852999268e-05,0.0,3100,-3.4460711594226723,0.0,0.0017202473853690761,0.0009189850990191937
1.0112767219543457,4,0.4266946250717528,0.038367900997400284,3100,0.009830525144934654
,-11.675196606460613,4,0.42035093934103746,0.0,-0.01666512362823861,0.0,3150,-2.5938721175593855,0.0,0.0015044564220895481,0.001901102968688161
,-16.11211563637192,4,0.41410156543495147,0.0,-0.01666512362823861,0.0,3200,-1.661156476288852,0.0,0.0014970933076348272,0.001883527918707658
0.9846747517585754,4,0.41410156543495147,0.03222570940852165,3200,0.01552389096468687
,-19.014945921796574,4,0.4079451012158981,0.0,-0.01666512362823861,0.0,3250,0.6908101197391261,0.0,0.001678265483982806,0.001722103421773698
,-22.559711864077325,4,0.40188016539191546,0.0,-2.1053245151292258e-05,0.0,3300,-0.2829205527034446,0.0,0.0030766956325260636,0.0021372069502295986
1.063240885734558,4,0.40188016539191546,0.03164205327630043,3300,0.008143927901983261
,-27.838521596068116,4,0.395905397206763,0.0,-0.01666512362823861,0.0,3350,-2.3897062813507546,0.0,0.0017463592059570418,0.0019184686212959604
,-33.61385131409597,4,0.39001945613461714,0.0,-0.01666512362823861,0.0,3400,-5.294918370543314,0.0,0.0011101088552942125,0.0018242932024249636
0.901397705078125,4,0.39001945613461714,0.029351890087127686,3400,0.011025319807231426
,-37.92583802424048,4,0.3842210215793037,0.0,-0.01666512362823861,0.0,3450,-6.828535261782463,0.0,0.0006644578366206337,0.0017241222165295356
,-45.34146873820998,4,0.3785087925780041,-0.4490065362329335,-0.24568841333192867,0.0,3500,-12.02181164698959,0.0,0.0010725086800804696,0.0016952179620212835
0.939485490322113,4,0.3785087925780041,0.025770267471671104,3500,0.007815610617399216
,-49.20301485765413,4,0.3728814875093649,0.0,-0.01666512362823861,0.0,3550,-12.955624913344536,0.0,0.0010329485046478338,0.0014100818887263428
,-53.17343938037007,4,0.36733784380594753,0.0,-0.006243445166743838,0.0,3600,-14.108008967941942,0.0,0.0008744083942419501,0.0011225811506869908
0.9985135197639465,4,0.36733784380594753,0.026017529889941216,3600,0.014852997846901417
,-57.42099634321361,4,0.3618766176709529,0.0,0.0007299444984763318,0.0,3650,-14.747584963787403,0.0,0.0006567708330099074,0.001036773010854765
,-61.52078841290732,4,0.3564965837991583,0.0,-1.8350621431814572e-05,0.0,3700,-17.341585320785725,0.0,0.0011052615382345678,0.0010149866095371732
0.9083195328712463,4,0.3564965837991583,0.02537536807358265,3700,0.007820667698979378
,-65.63363521117844,4,0.3511965351020011,0.0,-0.01666512362823861,0.0,3750,-19.081807785275828,0.0,0.0005580761316511613,0.0009913477674972958
,-68.85604877831423,4,0.3459752824367522,0.0,-0.01666512362823861,0.0,3800,-24.27120140873626,0.0,0.0016421128480342863,0.0009501572121555801
0.9288999438285828,4,0.3459752824367522,0.02279149554669857,3800,0.010439060628414154
,-73.60544844257147,4,0.34083165433971396,0.0,-0.01666512362823861,0.0,3850,-25.847687567392427,0.0,0.002107704146123495,0.0009698055838105683
,-78.46233417294633,4,0.3357644967633853,0.0,-0.001666665123458505,0.0,3900,-30.74396657119894,0.0,0.0024638106685666824,0.0012911081352431966
0.9435917735099792,4,0.3357644967633853,0.023782512173056602,3900,0.007262360770255327
,-81.33886680104433,4,0.33077267281753514,0.0,-0.01666512362823861,0.0,3950,-32.35839394121376,0.0,0.0022340228991688843,0.002257317454785009
4,53.333333333333336
,-0.005,5,0.3258550625141235,0.0,-0.001666665123458505,0.0,4000,0.0,0.0,0.0009475590944946633,0.0023077818970636127
0.9210771918296814,5,0.3258550625141235,0.020821813493967056,4000,0.006713053677231073
,-3.5394847613632083,5,0.32101056251601656,0.0,-0.01666512362823861,0.0,4050,-2.0265595703904182,0.0,0.0008293343097070057,0.0022524975443430255
,-3.9694847613632027,5,0.3162380858894378,0.0,-0.01666512362823861,0.0,4100,-2.0265595703904182,0.0,0.0007454492492211066,0.0022155854472329143
0.9800105094909668,5,0.3162380858894378,0.02088027633726597,4100,0.007883689366281033
,-7.804723869138579,5,0.31153656186009676,0.0,-0.01666512362823861,0.0,4150,-4.022101845353973,0.0,0.0008727802749042958,0.0014996494324199027
,-12.631911050911434,5,0.3069049355729464,0.0,-0.01666512362823861,0.0,4200,-5.139485511268504,0.0,0.0008758336275319442,0.001233021621354868
0.9432382583618164,5,0.3069049355729464,0.017099419608712196,4200,0.0058282287791371346
,-15.908705420931897,5,0.30234216785551193,0.0,-0.01666512362823861,0.0,4250,-5.942929404598772,0.0,0.0006409445025868874,0.0009725194062310767
,-18.826600641119246,5,0.29784723498473586,0.0,-0.01666512362823861,0.0,4300,-6.957410905634106,0.0,0.0013746981997860013,0.0009286193821386218
0.9060751795768738,5,0.29784723498473586,0.014510511420667171,4300,0.007913343608379364
,-22.59920213696826,5,0.2934191284572914,0.0,-0.001666665123458505,0.0,4350,-9.245912456732867,0.0,0.0009315303450313891,0.0009482715645041069
,-26.99491811754469,5,0.2890568547633106,0.0,-0.001666665123458505,0.0,4400,-11.181839609369149,0.0,0.0007601259120339883,0.0009917175586102894
0.8468344807624817,5,0.2890568547633106,0.012609127908945084,4400,0.006679583806544542
,-30.28944522105735,5,0.28475943516347596,0.0,-0.01666512362823861,0.0,4450,-12.345902073921593,0.0,0.0010358642117053072,0.0009524601151843013
,-36.048770629089674,5,0.28052590546942513,0.0,-0.01666512362823861,0.0,4500,-15.649984561385736,0.0,0.0008098392560101849,0.0009270000213943641
0.8049969673156738,5,0.28052590546942513,0.011649743653833866,4500,0.007072863634675741
,-40.744492502430624,5,0.2763553158274226,0.0,-0.01666512362823861,0.0,4550,-19.360101975492626,0.0,0.0007723314955391571,0.0009243781292015044
,-45.617258022621066,5,0.27224673050524534,0.0,-0.01666512362823861,0.0,4600,-22.619494215078703,0.0,0.0019225458124883927,0.0009587334573711986
0.8865603804588318,5,0.27224673050524534,0.010224721394479275,4600,0.010322450660169125
,-48.14292810714993,5,0.2681992276822381,0.0,-0.01666512362823861,0.0,4650,-20.714302139470192,0.0,0.0010002566981945184,0.0010206147086972196
,-49.24817924050438,5,0.26421189924248895,0.0,0.0034759681942227428,0.0,4700,-20.581264045736134,0.0,0.0013776793545627773,0.0011232558061779632
0.9051942825317383,5,0.26421189924248895,0.008969194255769253,4700,0.0090924808755517
,-52.251364173129794,5,0.2602838505710815,0.0,-0.001666665123458505,0.0,4750,-20.962757350459697,0.0,0.002384474450575857,0.0012580736293548213
,-57.40748407217619,5,0.2564142003533744,0.0,-0.01666512362823861,0.0,4800,-23.479039984030464,0.0,0.0011897949676929085,0.0015100640650460475
0.8342427611351013,5,0.2564142003533744,0.00808193814009428,4800,0.014318017289042473
,-60.609130553044075,5,0.25260208037726517,-0.4134119787469926,-0.17333791917569535,0.0,4850,-24.307869103096323,0.0,0.001027276918441513,0.0014988584606312855
,-63.166590950635104,5,0.24884663533839502,0.0,-1.5375741781060842e-05,0.0,4900,-26.956167195045055,0.0,0.0018227128020315282,0.001439754306585327
0.8010196685791016,5,0.24884663533839502,0.006965108681470156,4900,0.008887141942977905
,-65.31722011987918,5,0.24514702264824859,0.0,-0.001666665123458505,0.0,4950,-27.795699666255132,0.0,0.0010173778877682854,0.001437161945772914
5,25.23076923076923
,-0.005,6,0.24150241224510707,0.0,-0.001666665123458505,0.0,5000,0.0,0.0,0.0007385096278288308,0.0014123612472196284
0.7934989333152771,6,0.24150241224510707,0.006323967594653368,5000,0.011381324380636215
,-4.0744118263154006,6,0.2379119864078119,0.0,-1.270453809693566e-05,0.0,5050,-1.9193861480921441,0.0,0.0006388387729246345,0.0012229052721112249
,-5.838167427011637,6,0.23437493957229674,0.0,-0.01666512362823861,0.0,5100,-1.7423404357512027,0.0,0.002096453657081113,0.0011503864101378247
0.7844554781913757,6,0.23437493957229674,0.0009735880303196609,5100,0.014362523332238197
,-8.306762839561188,6,0.23089047815084796,0.0,-0.01666512362823861,0.0,5150,-4.952553145683169,0.0,0.0031171036333945325,0.0013903406746991788
,-10.014953560646633,6,0.22745782035405185,0.0,-0.01666512362823861,0.0,5200,-3.2578629138361066,0.0,0.0014605038699879909,0.0014725331065416312
0.7561026215553284,6,0.22745782035405185,0.0014695371501147747,5200,0.013224289752542973
,-13.16051043204119,6,0.22407619601538814,0.0,-0.01666512362823861,0.0,5250,-4.53236705670497,0.0,0.0009912428129467059,0.0015360939866126187
,-17.186324725283924,6,0.2207448464184328,0.0,-0.001666665123458505,0.0,5300,-6.695364714164498,0.0,0.0008230469263038985,0.0015395364375422498
0.6971891522407532,6,0.2207448464184328,0.0018799809040501714,5300,0.007747584022581577
,-21.10254963450696,6,0.2174630241266285,0.0,-0.01666512362823861,0.0,5350,-8.257285521796689,0.0,0.0012568091595620342,0.001535526542540196
,-21.89254963450693,6,0.21422999281558647,0.0,-0.001666665123458505,0.0,5400,-8.257285521796689,0.0,0.0018287750103198643,0.001521156303314301
0.8247097134590149,6,0.21422999281558647,0.0018510646186769009,5400,0.009307892061769962
,-27.16619456978925,6,0.21104502710788176,0.0,-0.01666512362823861,0.0,5450,-10.758546557898171,0.0,0.0010718285565690553,0.0013600868617042062
