open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1712275200000,0.5938,0.5944,0.5849,0.5873,71124919.7,1712282399999,41967660.12718,71446,32194129.2,18992866.19208,0
1712282400000,0.5873,0.5885,0.5791,0.5882,101484511.3,1712289599999,59281416.49225,94020,47975936.7,28035139.93991,0
1712289600000,0.5882,0.5885,0.5767,0.5806,119756339.7,1712296799999,69723490.40590,96206,56738080.1,33035270.76981,0
1712296800000,0.5806,0.5840,0.5781,0.5822,91527055.8,1712303999999,53202574.44893,66530,44343917.9,25775842.13494,0
1712304000000,0.5822,0.5881,0.5735,0.5779,161236455.3,1712311199999,93520609.43522,112704,80887645.4,46920895.74634,0
1712311200000,0.5778,0.5793,0.5721,0.5726,98430184.3,1712318399999,56688646.39332,79100,46319119.7,26678787.56598,0
1712318400000,0.5727,0.5795,0.5687,0.5782,142936753.8,1712325599999,82070095.89029,125621,70231567.7,40338201.29360,0
1712325600000,0.5782,0.5837,0.5768,0.5835,89911809.0,1712332799999,52249698.39697,73883,47583315.7,27653486.85937,0
1712332800000,0.5834,0.5858,0.5806,0.5843,71091884.1,1712339999999,41506195.17367,56153,34705125.5,20263718.78844,0
1712340000000,0.5843,0.5913,0.5840,0.5889,54759171.2,1712347199999,32191099.21589,57948,26052924.1,15313980.47340,0
1712347200000,0.5889,0.5916,0.5869,0.5885,57896116.6,1712354399999,34126314.39639,48017,23895549.8,14086430.40709,0
1712354400000,0.5885,0.5892,0.5867,0.5872,33051564.6,1712361599999,19432076.55445,31221,15539906.8,9136477.01524,0
