open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1712102400000,65502.40,65959.00,64500.00,65829.90,42198.113,1712109599999,2753572163.21795,557478,21681.790,1415749927.73504,0
1712109600000,65830.00,66341.80,65714.30,66252.20,18247.843,1712116799999,1204031999.23207,252024,9526.484,628747361.21617,0
1712116800000,66252.20,66550.00,65955.00,66112.70,18102.268,1712123999999,1199129848.39790,226076,8411.753,557423604.40250,0
1712124000000,66112.70,66527.00,66084.90,66181.10,13375.879,1712131199999,886891473.58420,194025,6611.733,438437404.56740,0
1712131200000,66181.20,66696.50,66030.40,66511.60,19557.797,1712138399999,1299619466.16360,247603,10096.571,671005318.55520,0
1712138400000,66511.60,66550.00,65555.00,66094.30,27776.001,1712145599999,1833330100.35198,347706,12996.256,857711741.01570,0
1712145600000,66094.20,66269.30,65661.00,65843.10,19171.306,1712152799999,1263393223.47520,285740,9523.509,627627286.72600,0
1712152800000,65843.20,66940.00,65733.10,65873.90,48015.359,1712159999999,3188345412.65658,594255,23831.684,1582882445.90410,0
1712160000000,65873.90,66624.00,65821.00,65980.70,24365.885,1712167199999,1613081596.22148,344084,12127.324,803015512.72320,0
1712167200000,65980.70,66171.20,65451.10,65798.80,20946.135,1712174399999,1378906491.66500,310223,10254.186,675183082.60000,0
1712174400000,65798.80,65962.30,65500.10,65944.70,11676.647,1712181599999,767379996.84740,183802,5971.042,392430231.99970,0
1712181600000,65944.70,66324.00,65872.30,65971.90,11607.997,1712188799999,767245666.93500,173029,5354.454,353936261.88450,0
